ID,Title,Content,Short Description,Sku,Price,Regular Price,Sale Price,Total Sales,Eligibility,Next Highe Aassembly,OEM,OEM Part Number,TBQ,Categories
2607,P00492,"Bearing, Carbon","Bearing, Carbon",393e280b6858,46.79,46.79,,49,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131,","172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE, 324195-1 : PRESSURE ACTUATED BUTTERFLY VALVE, 324425 : SHUTOFF VALVE PARTS, 326635-1 : HPTC",Whittaker Controls,229711,no,Uncategorized
2608,P00493,"Wire, Retainer","Wire, Retainer",0c10e6a84224,9.2,9.2,,4,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131,","172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE, 229165 : SHUTOFF VALVE, 320115 : SHUTOFF VALVE, 321935 : PRESSURE ACTUATED BUTTERFLY VALVE,",Whittaker Controls,125532,no,Uncategorized
2609,P00495,"Retainer, Diaphragm","Retainer, Diaphragm",5c96ec936b46,70.5,70.5,,0,"737-300, 737-400, 737-500","172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE",Whittaker Controls,321239,no,"172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE"
2610,P00496,"Nut, Gland","Nut, Gland",c5592605036b,224,224,,0,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131,","172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE, 321935 : PRESSURE ACTUATED BUTTERFLY VALVE, 321945 : PRESSURE ACTUATED BUTTERFLY VALVE, 32419",Whittaker Controls,229710,no,Uncategorized
2611,P00497,"Seal, Static Face","Seal, Static Face",6372dc305b35,85.36,85.36,,4,"A310 MODEL 324, A310 MODEL 325, A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-11","887111 : HYDRAULIC MOTORPUMP ASSY, 887673 : HYDRAULIC MOTORPUMP ASSY",Eaton Vickers,890519,no,"887111 : HYDRAULIC MOTORPUMP ASSY, 887673 : HYDRAULIC MOTORPUMP ASSY"
2612,P00498,"Arm, Poppet","Arm, Poppet",555a47cc698e,665.43,665.43,,0,"A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A320-111, A320-211, A320-212, A320-231, A320-232, A340-211, MD-88, 737-300, 737-400, 737-500, 747-200B, 757-200, 757-200PF","2651-3 : DRAIN VALVE ASSY., 2651-311-1 : DRAIN VALVE ASSY., 2651-321 : DRAIN VALVE ASSY., 2651-4 : DRAIN VALVE ASSY., 2651-6 : DRAIN VALVE ASSY., 2651-8 : DRAIN VALVE ASSY.",Kaiser,2087-0005,no,"2651-3 : DRAIN VALVE ASSY., 2651-311-1 : DRAIN VALVE ASSY., 2651-321 : DRAIN VALVE ASSY., 2651-4 : DRAIN VALVE ASSY., 2651-6 : DRAIN VALVE ASSY., 2651-8 : DRAIN VALVE ASSY."
2613,P00499,Clapper,Clapper,268c8d44913b,93.17,93.17,,3,"A319-112, A319-114, A319-131, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A321-131, A321-211, A321-231, A340-211, A340-212, A340-213, A340-311, A340-313, A320-216, A320-271N, A321-271","6713D040000 : HP BLEED VALVE, 6713D050000 : HP BLEED VALVE, 6713D060000 : HP BLEED VALVE, 6753B010000 : HP BLEED VALVE, 6753B020000 : HP BLEED VALVE, 6753B030000 : HP BLEED VALVE, 6753B04",Liebherr,6753-101,no,Uncategorized
2614,P00500,"Seat, Clapper","Seat, Clapper",e869d468ad6d,117.78,117.78,,0,"A319-112, A319-114, A319-131, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A321-131, A321-211, A321-231, A340-211, A340-212, A340-213, A340-311, A340-313, A320-216","6713D010000 : HP BLEED VALVE, 6713D020000 : HP BLEED VALVE, 6713D040000 : HP BLEED VALVE, 6713D050000 : HP BLEED VALVE, 6713D060000 : HP BLEED VALVE, 6714D010000 : BLEED VALVE, 6714D02000",Liebherr,6713-109,no,Uncategorized
2615,P00501,"Ring , Piston","Ring , Piston",25ee01760415,162.52,162.52,,14,"A319-112, A319-114, A320-211, A320-212, A320-214, A321-211, A340-211, A340-212, A340-213, A340-311, A340-313, 747-400, 767-200, 767-300","3290064-10 : 4"" STARTER VALVE , ""3290064-13 : 4"""" STARTER VALVE "", ""979826-1 : 4"""" PNEU. SHUTOFF BUTTERFLY VALVE"", ""979826-10 : 4"""" PNEU. SHUTOFF BUTTERFLY VALVE"", ""979826-3 : 4"""" PN",Honeywell,974353-2,no,Uncategorized
2616,P00502,Adapter,Adapter,d49c957c6178,10000,10000,,0,"737-700, 737-800",28B545-7 : STARTER-GENERATOR,Honeywell,6430587-1,yes,28B545-7 : STARTER-GENERATOR
2617,P00504,Crank,Crank,5e1836fad52c,214.12,214.12,,2,"737-300, 737-400, 737-500","172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE",Whittaker Controls,321261,no,"172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE"
2618,P00506,"Gear, Output","Gear, Output",b21c20313653,915.85,915.85,,0,"A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-605R",8084240H : FILL OVERFLOW AND DRAIN VALVE,Flight Refueling,9406565,no,8084240H : FILL OVERFLOW AND DRAIN VALVE
2619,P00507,Seal,Seal,302001996de7,367.37,367.37,,4,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231, A330-203,","14320-020 : TOILET ASSY., G540DA5 : DRAIN VALVE ASSY., G540DA51-01 : DRAIN VALVE ASSY., J540A15 : DRAIN VALVE ASSY.",Monogram Sanitation,86132-001,no,"14320-020 : TOILET ASSY., G540DA5 : DRAIN VALVE ASSY., G540DA51-01 : DRAIN VALVE ASSY., J540A15 : DRAIN VALVE ASSY."
2620,P00508,Seal-Shaft,Seal-Shaft,f434b34c7b05,378.44,378.44,,49,"ATR42-300, ATR42-500, ATR72-101, ATR72-201, ATR72-202, ATR72-211, ATR72-212, ATR72-212A, CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440)","3214960-2 : 1-1/2"" PRSOV, ""3214960-3 : 1-1/2"""" PRSOV"", 3290196-1 : SHUTOFF VALVE, 3290196-2 : SHUTOFF VALVE, 979990-1 : TEMPERATURE CONTROL VALVE, 979990-2 : TEMPERATURE CONTROL VALVE, 97",Honeywell,857760-5,no,Uncategorized
2621,P00511,"Seat, Spring","Seat, Spring",9fe7959229d1,64.23,64.23,,0,"DC-9-82 (MD-82), MD-88, 737-200, 737-300, 737-400, 737-500, 737-700, 737-800, 737-600","371380 : HYDRAULIC PUMP ASSEMBLY, 623337 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 887477 : AC DRIVEN MOTORPUMP ASSY",Eaton Vickers,569446,no,"371380 : HYDRAULIC PUMP ASSEMBLY, 623337 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 887477 : AC DRIVEN MOTORPUMP ASSY"
2622,P00512,Wave Spring,Wave Spring,8e2372450f54,10000,10000,,2,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 203, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A300 MODEL B4-622, A300 MODEL","350880 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 350880-1 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 350880-2 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 350880-3 : VARIABLE DISPLACEMENT HYDRAULIC PUM",Eaton Vickers,330894,yes,Uncategorized
2623,P00515,"Shaft , Rotor","Shaft , Rotor",977acf747e77,2328.36,2328.36,,0,"747-200B, 747-200F, 747-200C, 747-300, 747-400, 747-400D, 747-400F",774469-4 : AIR CYCLE MACHINE,Hamilton Sundstrand,797678-3,no,774469-4 : AIR CYCLE MACHINE
2624,P00517,Seal Element,Seal Element,78a1c64905eb,194.24,194.24,,2,"737-200, 737-300, 737-400, 737-500","371380 : HYDRAULIC PUMP ASSEMBLY, 623337 : VARIABLE DISPLACEMENT HYDRAULIC PUMP",Eaton Vickers,569529,no,"371380 : HYDRAULIC PUMP ASSEMBLY, 623337 : VARIABLE DISPLACEMENT HYDRAULIC PUMP"
2625,P00519,Ring Set,Ring Set,c8af30d6a048,785.33,785.33,,9,"A318-111, A319-111, A319-112, A319-114, A319-115, A319-131, A319-132, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231, A320-216",746A0000-06 : PRV,Liebherr,9116B0001-01,no,746A0000-06 : PRV
2626,P00520,Ring Set-Piston Matched,Ring Set-Piston Matched,15ee31170123,877.71,877.71,,10,CF6-80C2D1F,3290280-3 : PYLON PRV,Honeywell,3174599-1,no,3290280-3 : PYLON PRV
2627,P00521,Shaft Bearing,Shaft Bearing,41bb41c0ab81,576.82,576.82,,0,"737-200, 737-300, 737-400, 737-500, 747-200B, 747-200F, 747-200C, 747-300, 747-400, 747-400F",32-2684-007 : MOTOR OPERATED AIR SHUTOFF VALVE,Janitrol Aero Division,32-0850-13,no,32-2684-007 : MOTOR OPERATED AIR SHUTOFF VALVE
2628,P00523,Bearing,Bearing,0bee096c72f0,211.51,211.51,,0,"A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R","978690-11 : HP BLEED CONTROL VALVE, 978690-9 : HP BLEED CONTROL VALVE, 979146-4 : HP BLEED CONTROL VALVE",Honeywell,3178375-1,no,"978690-11 : HP BLEED CONTROL VALVE, 978690-9 : HP BLEED CONTROL VALVE, 979146-4 : HP BLEED CONTROL VALVE"
2629,P00525,Housing Valve,Housing Valve,f7aeec2a0552,10000,10000,,1,"A310 MODEL 204, A310 MODEL 304, A300 MODEL B4-603, A300 MODEL B4-605R, A300 MODEL C4-605R VARIANT F, 747-200B, 747-200F, 747-200C, 747-300, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8","3214886-2 : PNEU. PRV, 898626-4 : PRESS. REG. VALVE, ""898806-1 : 6"""" PNEU. PRV""",Honeywell,3176354-1,yes,"3214886-2 : PNEU. PRV, 898626-4 : PRESS. REG. VALVE, ""898806-1 : 6"""" PNEU. PRV"""
2630,P00527,Bushing,Bushing,0d0bd4d3d0d5,118.28,118.28,,0,"A310 MODEL 204, A310 MODEL 304, A300 MODEL B4-603, A300 MODEL B4-605R, A300 MODEL C4-605R VARIANT F, 747-200B, 747-200F, 747-200C, 747SR, 747-300, CF6-80A1, CF6-80A3, CF6-80C2A1, CF6-80C2A2, CF6-80C2","3214886-1 : PNEU. PRV, 3214886-2 : PNEU. PRV, 898626-3 : PRESS. REG. VALVE, 898626-4 : PRESS. REG. VALVE, ""898806-1 : 6"""" PNEU. PRV""",Honeywell,3163965-1,no,"3214886-1 : PNEU. PRV, 3214886-2 : PNEU. PRV, 898626-3 : PRESS. REG. VALVE, 898626-4 : PRESS. REG. VALVE, ""898806-1 : 6"""" PNEU. PRV"""
2631,P00528,Link-Actuator,Link-Actuator,72a781f210c9,10000,10000,,0,"737-300, 737-400, 737-500, 737-700, 737-800, 737-600","3289562-4 : 4"" PRECOOLER CONTROL VALVE, ""3289562-5 : 4"""" PRECOOLER CONTROL VALVE""",Honeywell,3174475-2,yes,"3289562-4 : 4"" PRECOOLER CONTROL VALVE, ""3289562-5 : 4"""" PRECOOLER CONTROL VALVE"""
2632,P00529,Pin,Pin,93fa90e26f5a,124.46,124.46,,20,"A300 MODEL B4-605R, 737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 737-900, 737-900ER, 757-200, 757-200PF, 767-200, 767-300, 767-400ER, A300 MODEL F4-605R, A300 MODEL B4-622, A300 MODEL B4-622","3289562-4 : 4"" PRECOOLER CONTROL VALVE, ""3289562-5 : 4"""" PRECOOLER CONTROL VALVE"", ""3289562-6 : 4"""" PRECOOLER CONTROL VALVE"", ""979806-10 : 4"""" SURGE CONTROL VALVE"", ""979806-11 : 4"""" SURGE C",Honeywell,3177660-1,no,Uncategorized
2633,P00531,"Washer, Spring","Washer, Spring",46902a01d2e1,26.59,26.59,,0,"CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440), DHC-8-300","731840 : HYDRAULIC MOTORPUMP ASSY, 848847 : HYDRAULIC MOTORPUMP ASSY, 849557 : VARIABLE DISPLACEMENT HYDRAULIC PUMP",Eaton Vickers,353419,no,"731840 : HYDRAULIC MOTORPUMP ASSY, 848847 : HYDRAULIC MOTORPUMP ASSY, 849557 : VARIABLE DISPLACEMENT HYDRAULIC PUMP"
2634,P00532,Grommet Seal,Grommet Seal,82ae539ff174,38.3,38.3,,2,"CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440), DHC-8-300","731840 : HYDRAULIC MOTORPUMP ASSY, 848847 : HYDRAULIC MOTORPUMP ASSY, 849557 : VARIABLE DISPLACEMENT HYDRAULIC PUMP",Eaton Vickers,571489,no,"731840 : HYDRAULIC MOTORPUMP ASSY, 848847 : HYDRAULIC MOTORPUMP ASSY, 849557 : VARIABLE DISPLACEMENT HYDRAULIC PUMP"
2635,P00535,Grommet,Grommet,7a161cb0e0d9,19.92,19.92,,1,"737-200, 737-400","371380 : HYDRAULIC PUMP ASSEMBLY, 623337 : VARIABLE DISPLACEMENT HYDRAULIC PUMP",Eaton Vickers,341186,no,"371380 : HYDRAULIC PUMP ASSEMBLY, 623337 : VARIABLE DISPLACEMENT HYDRAULIC PUMP"
2636,P00536,"Grommet, Seal","Grommet, Seal",7a37bec56248,40.95,40.95,,5,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),887055 : VARIABLE DISPLACEMENT HYDRAULIC PUMP,Eaton Vickers,348024,no,887055 : VARIABLE DISPLACEMENT HYDRAULIC PUMP
2637,P00538,Shaft Seal Element,Shaft Seal Element,3d2ec3efdb62,10000,10000,,0,"CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440), DHC-8-300, EMB-145ER, EMB-145LR, EMB-135ER, EMB-135LR, EMB-145EP","570347 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 887055 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 971808 : VARIABLE DISPLACEMENT HYDRAULIC PUMP",Eaton Vickers,405243,yes,"570347 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 887055 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 971808 : VARIABLE DISPLACEMENT HYDRAULIC PUMP"
2638,P00539,"Seat, Spring Guide","Seat, Spring Guide",54ab99b4a3b7,10.04,10.04,,0,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),848847 : HYDRAULIC MOTORPUMP ASSY,Eaton Vickers,887344,no,848847 : HYDRAULIC MOTORPUMP ASSY
2639,P00540,Cartridge Assy,Cartridge Assy,82939705ff49,147.9,147.9,,0,"A318-111, A319-111, A319-112, A319-114, A319-115, A319-131, A319-132, A319-133, A320-211, A320-212, A320-214, A320-232, A320-233, A321-112, A321-131, A321-211, A321-231, A340-313",2980292100000 : FAUCET ASSY,Aqua-Butzke,100-10-859,no,2980292100000 : FAUCET ASSY
2640,P00541,"Gear, Speed Pickup","Gear, Speed Pickup",8a5348c9ddbd,68.45,68.45,,0,"EMB-145ER, EMB-145LR, EMB-135ER, EMB-135LR",23080-13A : DC STARTER-GENERATOR,Lucas Aerospace,23072-1220,no,23080-13A : DC STARTER-GENERATOR
2641,P00544,Bearing Retainer,Bearing Retainer,d3ebb13ca349,392.49,392.49,,0,"767-200, 767-300","3268792-10 : AIR TURBINE DRIVEN PUMP SYS., 3268792-4 : AIR TURBINE DRIVEN PUMP SYS., 3268792-5 : AIR TURBINE DRIVEN PUMP SYS., 3268792-6 : AIR TURBINE DRIVEN PUMP SYS., 3268792-7 : AIR TURB",Honeywell,3502218-1,no,Uncategorized
2642,P00545,"Washer, Spring","Washer, Spring",2991855d97fb,3.42,3.42,,0,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,","693335 : HYDRAULIC MOTORPUMP ASSY, 693337 : ELECTRIC MOTOR ASSY",Eaton Vickers,849209,no,"693335 : HYDRAULIC MOTORPUMP ASSY, 693337 : ELECTRIC MOTOR ASSY"
2643,P00546,"Guide, Spring","Guide, Spring",744a5d174bb7,32.72,32.72,,0,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),848847 : HYDRAULIC MOTORPUMP ASSY,Eaton Vickers,887342,no,848847 : HYDRAULIC MOTORPUMP ASSY
2644,P00547,Seat-PPT,Seat-PPT,2148af809938,153.04,153.04,,0,"A310 MODEL 204, A310 MODEL 304, A300 MODEL B4-603, A300 MODEL B4-605R, A300 MODEL C4-605R VARIANT F, CF6-80A1, CF6-80A3, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8","3214886-1 : PNEU. PRV, 3214886-2 : PNEU. PRV, 898626-3 : PRESS. REG. VALVE, 898626-4 : PRESS. REG. VALVE",Honeywell,3163567-1,no,"3214886-1 : PNEU. PRV, 3214886-2 : PNEU. PRV, 898626-3 : PRESS. REG. VALVE, 898626-4 : PRESS. REG. VALVE"
2645,P00549,Shim,Shim,31eea1c8d07c,16.19,16.19,,216,"747-200B, 747-200F, 747-200C, 747-300, 747-400","9032-2-4 : RAM AIR CHECK VALVE, 9032-3-1 : RAM AIR CHECK VALVE, 9032-3-2 : RAM AIR CHECK VALVE, 9032-4-1 : RAM AIR CHECK VALVE, 9032-4-2 : RAM AIR CHECK VALVE, 9032-4-3 : RAM AIR CHECK VA",Aero Controlex,7090-250600 / 902506,no,"9032-2-4 : RAM AIR CHECK VALVE, 9032-3-1 : RAM AIR CHECK VALVE, 9032-3-2 : RAM AIR CHECK VALVE, 9032-4-1 : RAM AIR CHECK VALVE, 9032-4-2 : RAM AIR CHECK VALVE, 9032-4-3 : RAM AIR CHECK VALVE"
2646,P00551,Diaphragm,Diaphragm,a9e71e5ea351,125.54,125.54,,8,"737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 747-200B, 747-200F, 747-200C, 747SR, 747-300, 747-400, 747-400F, 767-200, 767-300, CF6-45A, CF6-45A2, CF6-50A, CF6-50C, CF6-50CA, CF6-50C1, CF6-5","3289630-1 : 3"" STARTER CONTROL VALVE, ""3289630-2 : 3"""" STARTER CONTROL VALVE"", ""3289630-3 : 3"""" STARTER CONTROL VALVE"", 3291172-1 : PNEU. BUTTERFLY SOV, 3291172-2 : PNEU. BUTTERFLY SOV, """,Honeywell,975974-1,no,Uncategorized
2647,P00552,Valve Seat,Valve Seat,ddea8487b9a8,308.27,308.27,,0,"747-200B, 747-200F, 747SP, 747-400, 747-400F",1-6-05-20 : OXY. PRESS. REG.,Carleton Technologies,2320-501-015-1,no,1-6-05-20 : OXY. PRESS. REG.
2648,P00553,"Bearing, Lower","Bearing, Lower",3ec9ad42b75d,320.73,320.73,,0,"737-200, 737-400, 737-500, 737-700, 737-800, 737-600, 737-900ER, 737-900",67-2906-002 : MOTOR OPERATED AIR SHUTOFF VALVE,Grimes Aerospace Company,32-0897-11,no,67-2906-002 : MOTOR OPERATED AIR SHUTOFF VALVE
2649,P00554,Regulator Sleeve,Regulator Sleeve,22eff3040f70,96.17,96.17,,2,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, 747-200B, 747-200F, 747-200C, 747-300, 747-40","978734-3 : FAN AIR VALVE, 978734-4 : FAN AIR VALVE, 978842-1 : FAN AIR VALVE, 979018-1 : FAN AIR VALVE, 979088-4-1 : MODULATING VALVE, 979088-5-1 : MODULATING VALVE, 979088-6 : MODULATI",Honeywell,3169798-1,no,"978734-3 : FAN AIR VALVE, 978734-4 : FAN AIR VALVE, 978842-1 : FAN AIR VALVE, 979018-1 : FAN AIR VALVE, 979088-4-1 : MODULATING VALVE, 979088-5-1 : MODULATING VALVE, 979088-6 : MODULATING VALVE"
2650,P00555,"Valve, Assy","Valve, Assy",228d6ec39f66,89.39,89.39,,10,"A300 MODEL C4-605R VARIANT F, A319-111, A319-112, A319-113, A319-114, A319-131, A319-132, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,","2980192100000 : FAUCET ASSY, 2980292100000 : FAUCET ASSY",Aqua-Butzke,100-10-985,no,"2980192100000 : FAUCET ASSY, 2980292100000 : FAUCET ASSY"
2651,P00557,Gasket,Gasket,804f381f4812,43.74,43.74,,5,"737-300, 737-400, 737-500","3505526-6-1 : AIR TURBINE ENGINE STARTER, 3505526-9-1 : AIR TURBINE ENGINE STARTER, 3505716-3 : AIR TURBINE ENGINE STARTER, 3505716-5 : AIR TURBINE ENGINE STARTER, 3505716-6 : AIR TURBINE E",Honeywell,3503082-50,no,Uncategorized
2652,P00559,Slipper,Slipper,be3e3f2d0c46,57.39,57.39,,8,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,","31073-052 : AILERON SERVOCONTROL, 31073-053 : AILERON SERVOCONTROL, 31073-054 : AILERON SERVOCONTROL, 31073-055 : AILERON SERVOCONTROL, 31073-057 : AILERON SERVOCONTROL, 31073-058 : AILER",Goodrich,341274-283,no,Uncategorized
2653,P00561,Seal,Seal,e6da03e9ce31,30.4,30.4,,0,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,","31073-052 : AILERON SERVOCONTROL, 31073-053 : AILERON SERVOCONTROL, 31073-054 : AILERON SERVOCONTROL, 31073-055 : AILERON SERVOCONTROL, 31073-057 : AILERON SERVOCONTROL, 31073-058 : AILER",Goodrich,329806-156,no,Uncategorized
2654,P00562,Slipper,Slipper,364bbfc2c085,73.6,73.6,,24,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,","31075-103 : ELEVATOR SERVOCONTROL, 31075-104 : ELEVATOR SERVOCONTROL, 31075-117 : ELEVATOR SERVOCONTROL, 31075-118 : ELEVATOR SERVOCONTROL, 31075-130 : ELEVATOR SERVOCONTROL, 31075-140 :",Goodrich,341274-023,no,Uncategorized
2655,P00563,Back Up Ring,Back Up Ring,805de3292081,76.26,76.26,,24,"CF6-80C2B1F, CF6-80C2B2F, CF6-80C2B4F, CF6-80C2B6F, CF6-80C2D1F, CF6-80C2B7F, CF6-80C2B6FA, CF6-80C2B5F","441648 : HYDROMECHANICAL UNIT, 441680 : HYDROMECHANICAL UNIT, 441681 : HYDROMECHANICAL UNIT, 441729 : HYDROMECHANICAL UNIT, 441730 : HYDROMECHANICAL UNIT, 441754 : HYDROMECHANICAL UNIT, 4",Honeywell,2649990-7,no,Uncategorized
2656,P00564,Nut,Nut,31459dc24852,10000,10000,,0,"747-400, 767-200, 767-300, CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440)","126784-10 : PNEUMATIC DRIVE ACTUATOR, 126784-5 : PNEUMATIC DRIVE ACTUATOR, 126784-6 : PNEUMATIC DRIVE ACTUATOR, 126784-8 : PNEUMATIC DRIVE ACTUATOR, 126784-9 : PNEUMATIC DRIVE ACTUATOR, 326",Honeywell,974699-9,yes,Uncategorized
2657,P00566,Nozzle,Nozzle,b8b3fe466bda,240,240,,0,"747-400, 747-400F, 767-200, 767-300, 767-400ER","773284-4 : FAN AIR TEMPERATURE SENSOR, 773284-5 : FAN AIR TEMPERATURE SENSOR, 773284-6 : FAN AIR TEMPERATURE SENSOR, 773284-7 : FAN AIR TEMPERATURE SENSOR, 790390-1 : FAN AIR TEMPERATURE SE",Hamilton Sundstrand,774576-1,no,Uncategorized
2658,P00567,Ring Set,Ring Set,34a2647e3c0e,139.05,139.05,,1,"737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 747-400, 767-300","3214446-2 : HIGH STAGE VALVE, 3214446-3 : HIGH STAGE VALVE, 3214446-4 : HIGH STAGE VALVE, 3214552-3 : PRSOV, 3214552-4 : PRSOV, 3214552-5 : PRSOV, 3290304-2-2 : FIREWALL SHUTOFF VALVE,",Honeywell,881787-30,no,Uncategorized
2659,P00568,"Seat, Valve","Seat, Valve",3412e9c37a43,210.19,210.19,,62,"767-200, 767-300, CF6-80A, CF6-80A2, CF6-80C2B1, CF6-80C2B2, CF6-80C2B4, CF6-80C2B6, CF6-80C2B1F, CF6-80C2B2F, CF6-80C2B4F, CF6-80C2B7F, CF6-80C2B6FA, CF6-80C2B5F, CF6-80C2B8F","773288-10 : PRSOV, 773288-6 : PRSOV, 773288-7 : PRSOV, 773288-8 : PRSOV, 773288-9 : PRSOV, 773289-11 : HIGH PRESSURE CONTROLLER, 773289-15 : HIGH PRESSURE CONTROLLER, 773289-3 : HIGH",Hamilton Sundstrand,775034-2,no,Uncategorized
2660,P00569,Stem,Stem,33777a1a5685,116.39,116.39,,0,"A310 MODEL 204, A300 MODEL B4-605R, A319-111, A319-112, A319-113, A319-114, A319-131, A319-132, A320-214, A321-112, 707-300, 707-400, 707-300B, 707-300C, 707-100 LONG BODY, 707-200, 707-100B LONG BOD","801307-00 : OXYGEN CYLINDER ASSY., 801307-04 : OXYGEN CYLINDER ASSY., 801307-06 : OXYGEN CYLINDER ASSY., 801307-21 : OXYGEN CYLINDER ASSY., 89793050 : OXYGEN CYLINDER",Scott Aviation,10003314,no,"801307-00 : OXYGEN CYLINDER ASSY., 801307-04 : OXYGEN CYLINDER ASSY., 801307-06 : OXYGEN CYLINDER ASSY., 801307-21 : OXYGEN CYLINDER ASSY., 89793050 : OXYGEN CYLINDER"
